imdb_id,title,poster_url,overview,release_year,rating,votes,country,genre,language,runtime
tt6048922,Greyhound,https://m.media-amazon.com/images/M/MV5BZTU3YzY0NjktMmRhMC00MzYyLWI0YmUtZGJkMzJjMWYwZDZkXkEyXkFqcGc@._V1_SX300.jpg,"Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.",2020,7.0,131335,"United States, Canada, China","Drama, History, War",English,91.0
tt7713068,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,https://m.media-amazon.com/images/M/MV5BNTgwNWEwOWMtNGIxMy00YzU5LTk2MzgtMjAzMmM1MjZiY2RiXkEyXkFqcGc@._V1_SX300.jpg,"After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress, and Renee Montoya to save a young girl from an evil crime lord.",2020,6.1,277271,"United States, United Kingdom","Action, Comedy, Crime","English, Chinese",109.0
tt19500164,Nimona,https://m.media-amazon.com/images/M/MV5BMjIyMmY0MWYtZGRkMC00MjhhLTgwNGUtYWVjZmQ4YjhjZWRmXkEyXkFqcGc@._V1_SX300.jpg,"When a knight in a futuristic medieval world is framed for a crime he didn't commit, the only one who can help him prove his innocence is Nimona -- a mischievous teen who happens to be a shapeshifting creature he's sworn to destroy.",2023,7.5,59981,"United States, United Kingdom, France","Animation, Action, Adventure",English,101.0
tt13314558,Day Shift,https://m.media-amazon.com/images/M/MV5BYWQ4NzM3NTEtNjQ1NC00NjM3LWIwOTAtMDQ2ZGRlZGRlNTFiXkEyXkFqcGc@._V1_SX300.jpg,"A hard-working, blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires.",2022,6.1,97948,United States,"Action, Comedy, Fantasy","English, Spanish",113.0
tt8629748,Spenser Confidential,https://m.media-amazon.com/images/M/MV5BMDFiNmViNGUtMWI2NC00OTI0LTg5NjMtZGYwOTlkM2JlZGRmXkEyXkFqcGc@._V1_SX300.jpg,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.",2020,6.2,104112,United States,"Action, Comedy, Crime","English, Hindi",111.0
tt5315210,Lou,https://m.media-amazon.com/images/M/MV5BZDdlYzg5ZDgtZjFiYy00NDIxLTgwNGYtYTRjOTM5YWYxMjdiXkEyXkFqcGc@._V1_SX300.jpg,"As a storm rages, a young girl is kidnapped. Her mother teams up with the mysterious woman next door to pursue the kidnapper, a journey that tests their limits and exposes shocking secrets from their pasts.",2022,6.1,36873,United States,"Action, Adventure, Crime",English,107.0
tt10298810,Lightyear,https://m.media-amazon.com/images/M/MV5BZGI3ZjUyM2ItNmFjYy00NGE3LTg2OTYtMTI2MDk0MjIxNDA1XkEyXkFqcGc@._V1_SX300.jpg,"While spending years attempting to return home, marooned Space Ranger Buzz Lightyear encounters an army of ruthless robots commanded by Zurg who are attempting to steal the fuel source of his ship.",2022,6.1,134805,"United States, Canada","Animation, Action, Adventure",English,105.0
tt20916568,The Wrath of Becky,https://m.media-amazon.com/images/M/MV5BMjE0Njk3ZmUtZjk1OS00OWFjLTllMjYtNGVjNGJhMzAyNGI2XkEyXkFqcGc@._V1_SX300.jpg,"Two years after escaping a violent attack, a teenage girl must defend herself against a domestic terrorist cell.",2023,6.1,18419,United States,"Action, Thriller",English,84.0
tt11145118,Creed III,https://m.media-amazon.com/images/M/MV5BOWY0MTRmY2YtMzBlYi00NjlkLThkZWYtMmE2NzJiZmIzODFkXkEyXkFqcGc@._V1_SX300.jpg,"Adonis has been thriving in both his career and family life, but when a childhood friend and former boxing prodigy resurfaces, the face-off is more than just a fight.",2023,6.7,104903,United States,"Action, Drama, Sport","English, American Sign , Spanish, Hawaiian",116.0
tt12003946,Violent Night,https://m.media-amazon.com/images/M/MV5BZmE5ODNmODYtNDg0MC00ZDc4LWEyZmItNTQ2MGQ5MGQxMzllXkEyXkFqcGc@._V1_SX300.jpg,"When an elite team of mercenaries breaks into a family compound on Christmas Eve, a disgruntled Santa Claus must take them out to save both the hostages and his Holiday.",2022,6.7,120760,"United States, Canada","Action, Comedy, Thriller",English,112.0
tt12731980,Old Henry,https://m.media-amazon.com/images/M/MV5BYzI5NTJiZTYtNDE0MS00ZTc3LWFiZTItOTY2Y2NlYTc2Mzc0XkEyXkFqcGc@._V1_SX300.jpg,"A farmer takes in an injured man with a satchel of cash. When a posse comes for the money, he must decide who to trust. Defending a siege, he reveals a gunslinging talent calling his true identity into question.",2021,7.3,42248,United States,"Action, Drama, Western","English, Spanish",99.0
tt6246322,Don't Breathe 2,https://m.media-amazon.com/images/M/MV5BMWE2MGFjYzUtZGI4Ni00ZTVhLTg3YmItYzc0NDM3OWMzMzQzXkEyXkFqcGc@._V1_SX300.jpg,"A blind war veteran trains his adopted daughter to face any danger, but they are ambushed when a vengeful stranger emerges from the past.",2021,6.0,81152,United States,"Action, Crime, Horror",English,98.0
tt7638348,Boss Level,https://m.media-amazon.com/images/M/MV5BNThlODU1ZjAtMWZkOS00NDc4LWE5ZjYtZTk1NzYwZTdjMmJhXkEyXkFqcGc@._V1_SX300.jpg,"Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise.",2020,6.8,89036,"United States, Australia, United Kingdom","Action, Adventure, Comedy",English,100.0
tt32308418,How to Rob a Bank,https://m.media-amazon.com/images/M/MV5BMWIxOGYzY2UtMDhlYi00ZjM5LThmNDktNmIzNWNhMjc3MjE5XkEyXkFqcGc@._V1_SX300.jpg,"In this true-crime documentary, a charismatic rebel in 1990s Seattle pulls off an unprecedented string of bank robberies straight out of the movies.",2024,6.6,4432,United States,"Documentary, Action, Crime",N/A,88.0
tt3513500,Chip 'n Dale: Rescue Rangers,https://m.media-amazon.com/images/M/MV5BMjIzY2Q1ZWYtOGQ0Yi00NTllLTkzYzgtMWZlZmY2NGViYzNhXkEyXkFqcGc@._V1_SX300.jpg,"Thirty years after their popular television show ended, chipmunks Chip and Dale live very different lives. When a cast member from the original series mysteriously disappears, the pair must reunite to save their friend.",2022,6.9,49964,"United States, Canada, Philippines","Animation, Action, Adventure",English,97.0
tt8912936,DC League of Super-Pets,https://m.media-amazon.com/images/M/MV5BY2RkOTM1ZTQtNWQ3NS00YzdjLWIyMmQtYzMzNzI2ZjQwZjlmXkEyXkFqcGc@._V1_SX300.jpg,"Krypto the Super-Dog and Superman are inseparable best friends, sharing the same superpowers and fighting crime side by side in Metropolis. However, Krypto must master his own powers for a rescue mission when Superman is kidnapped.",2022,6.9,80000,"United States, Australia, Canada","Animation, Action, Adventure","English, Spanish",105.0
tt9288046,The Sea Beast,https://m.media-amazon.com/images/M/MV5BZDhjZmY1ZDEtNGQ1ZC00ZDgwLWI2YjEtMWFiOGY3M2Q2YWViXkEyXkFqcGc@._V1_SX300.jpg,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot.",2022,7.0,64140,United States,"Animation, Action, Adventure","English, Persian",115.0
tt9139586,Arkansas,https://m.media-amazon.com/images/M/MV5BODBkZTc2MmQtYmY5Ni00ODYwLWExZjItMzViYjdlZmQ0YzA0XkEyXkFqcGc@._V1_SX300.jpg,"Kyle and Swin live by the orders of an Arkansas-based drug kingpin named Frog, whom they've never met. But when a deal goes horribly wrong, the consequences are deadly.",2020,6.1,16713,United States,"Action, Crime, Mystery",English,117.0
tt7737528,Kate,https://m.media-amazon.com/images/M/MV5BMTliYmJjYzQtOTU1Mi00NDE1LTgxZTEtYmQwOTk1NTZlOTBjXkEyXkFqcGc@._V1_SX300.jpg,A jaded assassin assigned to target a yakuza clan has 24 hours to find out who poisoned her and get vengeance before she dies.,2021,6.3,76444,United States,"Action, Adventure, Crime","English, Japanese",106.0
tt6878306,News of the World,https://m.media-amazon.com/images/M/MV5BNzMxNDYyNzUtMGJkNi00NDcyLWEzYzgtMjY5MTVkMGZiMzRiXkEyXkFqcGc@._V1_SX300.jpg,A Civil War veteran agrees to deliver a girl taken by the Kiowa people years ago to her aunt and uncle against her will. They travel hundreds of miles and face grave dangers as they search for a place that either can call home.,2020,6.8,100365,"United States, China","Action, Adventure, Drama","English, North American Indian, German",118.0
tt5748448,Copshop,https://m.media-amazon.com/images/M/MV5BMmM4YzA5NDEtM2Q2Ny00ZDlkLWFiMGUtNDhmY2JkZmU2YTkzXkEyXkFqcGc@._V1_SX300.jpg,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station-but when the hitman turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.",2021,6.2,45103,United States,"Action, Thriller",English,107.0
tt7550000,Project Power,https://m.media-amazon.com/images/M/MV5BM2QxNjM4YTAtMjY1Yi00YjMwLTlkOWUtZmIzYmZmNzUwNDU1XkEyXkFqcGc@._V1_SX300.jpg,"When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.",2020,6.0,103169,"United States, United Kingdom, Canada, France","Action, Crime, Sci-Fi","English, Spanish",113.0
tt10314450,Becky,https://m.media-amazon.com/images/M/MV5BNjllZWQyMGEtYTA2YS00ZTRkLTk5ZDMtYjU3YjI2OWM4ZmU2XkEyXkFqcGc@._V1_SX300.jpg,A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.,2020,6.1,29778,United States,"Action, Crime, Drama",English,93.0
tt14416430,Paradox Effect,https://m.media-amazon.com/images/M/MV5BYWIyMzQyMDMtZmJmYi00MTAxLTllOGUtNmI4YWQzZDAxMzJiXkEyXkFqcGc@._V1_SX300.jpg,"An ex junkie witnesses a murder. She is forced to cooperate with the killer to save her daughter's life. She must fight time, the police and criminal underworld to save the only person who means something to her.",2024,5.9,8818,United States,Action,English,87.0
tt7575046,Riddle of Fire,https://m.media-amazon.com/images/M/MV5BZDA0MDcyNWQtNjZhMi00ZWQ2LWI4MDktYTA3MDkwODQ3NDA5XkEyXkFqcGc@._V1_SX300.jpg,Three mischievous children embark on a woodland odyssey when their mother sends them on an errand.,2023,6.6,1579,"United States, France","Action, Adventure, Comedy",English,115.0
tt1838556,Honest Thief,https://m.media-amazon.com/images/M/MV5BNmY3Y2E0MzYtY2JjNy00MTNkLTllODYtZDIxY2ZkNWQ5MTRlXkEyXkFqcGc@._V1_SX300.jpg,"Wanting to lead an honest life, a notorious bank robber turns himself in, only to be double-crossed by two ruthless FBI agents.",2020,6.0,62833,United States,"Action, Crime, Drama","English, Spanish, German",99.0
tt14324650,"Batman: The Long Halloween, Part One",https://m.media-amazon.com/images/M/MV5BNzQ2NTY5YmUtMjQ2Yi00NzhhLWI4OGItNTIxNTVkZGE0ZGIwXkEyXkFqcGc@._V1_SX300.jpg,"Held hostage by the powerful Falcone crime family, Gotham City is rife with crime and corruption. Adding to the chaos is the mysterious Holiday killer, who has been targeting the underworld and leaving a trail of terror - and body...",2021,7.3,22232,United States,"Animation, Action, Crime","English, Cantonese, Italian",85.0
tt5012504,Injustice,https://m.media-amazon.com/images/M/MV5BYzE2ZmM1NjMtZDVlNi00MzFiLTk1NDMtZTJkMjcyMDM1NWI3XkEyXkFqcGc@._V1_SX300.jpg,"On an alternate Earth, the Joker tricks Superman into killing Lois Lane, which causes a rampage in the hero. Superman decides to take control of Earth; Batman and his allies will have to attempt to stop him.",2021,6.4,18121,United States,"Animation, Action, Adventure",English,78.0
tt11466222,Jackass Forever,https://m.media-amazon.com/images/M/MV5BYjljZTI4NTgtYTc4NS00MWM0LThkNDUtNjZkNjE4ZjNhODU1XkEyXkFqcGc@._V1_SX300.jpg,"After 11 years, the Jackass crew is back for another crusade.",2022,6.8,54173,United States,"Documentary, Action, Comedy",English,96.0
tt21440780,How to Blow Up a Pipeline,https://m.media-amazon.com/images/M/MV5BZmE2OGJiZjAtZWY4OS00YjdmLTk5NGMtNjYzNWVlZGI5MWZkXkEyXkFqcGc@._V1_SX300.jpg,A crew of environmental activists plot a daring plan to disrupt an oil pipeline.,2022,6.9,11960,United States,"Action, Crime, Drama",English,104.0
tt12851396,Trollhunters: Rise of the Titans,https://m.media-amazon.com/images/M/MV5BMTU0YTUwOGMtZDM5MS00ZGVkLWEzMDAtOWM2NTA1YTFiYWY5XkEyXkFqcGc@._V1_SX300.jpg,The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.,2021,6.6,7176,"United States, Mexico, China, India","Animation, Action, Adventure","English, Mandarin, Portuguese",104.0
tt20192230,Green Lantern: Beware My Power,https://m.media-amazon.com/images/M/MV5BMmE5NjU0YjctOWQyZS00ODIwLTgyNjAtM2Y3ZTdkN2ZkMjk5XkEyXkFqcGc@._V1_SX300.jpg,"Recently discharged Marine sniper John Stewart is at a crossroads in his life, one which is only complicated by receiving an extraterrestrial ring which grants him the powers of the Green Lantern of Earth.",2022,6.1,5639,United States,"Animation, Action, Adventure",English,88.0
tt9784708,Rise of the Teenage Mutant Ninja Turtles: The Movie,https://m.media-amazon.com/images/M/MV5BZjlhMTQxYTctNTgyOS00ZDE5LTgwYjMtMDhjMTc1MGQzYWQ4XkEyXkFqcGc@._V1_SX300.jpg,"When a mysterious stranger arrives from the future with a dire warning, Leo is forced to rise and lead his brothers, Raph, Donnie, and Mikey in a fight to save the world from a terrifying alien species.",2022,6.2,7808,"United States, Germany, Philippines, Belgium, Canada, India","Animation, Action, Adventure",English,82.0
tt13804084,Justice Society: World War II,https://m.media-amazon.com/images/M/MV5BZjFkN2E5MWEtNjJjYy00Nzk3LTg0YzEtN2U5ZmM1YzdiMTczXkEyXkFqcGc@._V1_SX300.jpg,"The Justice Society of America, a group of heroes aiding the allies in World War 2, acquire an ally from the future who sends them on an adventure that changes history.",2021,6.4,10241,United States,"Animation, Action, Adventure","English, Latin, French, German",84.0
tt14402926,"Batman: The Long Halloween, Part Two",https://m.media-amazon.com/images/M/MV5BYWViZDQ4NGYtYjEwMi00YjFhLTg4NjQtNDlmNjY3YTJlZjIyXkEyXkFqcGc@._V1_SX300.jpg,The killer known as Holiday continues to stalk the Falcone crime family while a new class of costumed criminal rises in Gotham City. Batman suspects that a former ally might be the serial killer.,2021,7.2,18381,United States,"Animation, Action, Crime","English, Italian",87.0
tt8851668,The Lovebirds,https://m.media-amazon.com/images/M/MV5BM2FlZTJmMDktNGMwYy00NjNiLTg2MTItYmNkODRkNDFhMjA5XkEyXkFqcGc@._V1_SX300.jpg,A couple (Issa Rae and Kumail Nanjiani) experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery.,2020,6.1,28468,United States,"Action, Comedy, Crime",English,86.0
tt9580138,Mortal Kombat Legends: Scorpion's Revenge,https://m.media-amazon.com/images/M/MV5BZDk3NTA2MTQtNDAyYS00YTI2LWEwZWItNGJjNjk4MjRlMjhhXkEyXkFqcGc@._V1_SX300.jpg,Hanzo Hasashi loses his family during an attack by a rival clan the Lin Kuei. He is given the chance to compete in an inter-dimensional tournament to save his loved ones while other fighters try to save the Earth realm from annihi...,2020,7.4,20885,United States,"Animation, Action, Adventure",English,80.0
tt10661710,Born a Champion,https://m.media-amazon.com/images/M/MV5BZDY1MjI5NTQtNGU0OC00OWZkLWIxMmItNGU1Mjg0NTI0Njc5XkEyXkFqcGc@._V1_SX300.jpg,"Mickey Kelley, one of the first American black belts in Brazilian jiu-jitsu, gets pulled away from everything he loves and into an unsanctioned MMA tournament.",2021,6.8,4904,United States,"Action, Drama, Sport",English,112.0
tt21477618,Mortal Kombat Legends: Snow Blind,https://m.media-amazon.com/images/M/MV5BOGIzOTI5YjItN2IzZC00MDMzLWFmYjgtMDBjNzYzZWM0Y2YyXkEyXkFqcGc@._V1_SX300.jpg,"As Kano and the Black Dragon wreak havoc around the globe, a young warrior named Kenshi will have to rise above his own limitations and take on the looming threat of Outworld.",2021,6.7,4522,United States,"Animation, Action, Adventure",English,82.0
tt6060444,The Paper Tigers,https://m.media-amazon.com/images/M/MV5BNzI5NGRjNzktMWUzZi00ZTdjLWEyMWYtZWNjZDRiZjQ4YTExXkEyXkFqcGc@._V1_SX300.jpg,"Three Kung Fu prodigies have grown into washed-up, middle-aged men, now one kick away from pulling their hamstrings. But when their master is murdered, they must juggle their dead-end jobs, dad duties, and old grudges to avenge hi...",2020,6.3,5439,United States,"Action, Comedy",English,108.0
tt14901058,Mortal Kombat Legends: Battle of the Realms,https://m.media-amazon.com/images/M/MV5BNzE5OTNhMDktOGIxOC00NmQ2LWE5MTMtMjdmNjExNzQyOGNiXkEyXkFqcGc@._V1_SX300.jpg,"The Earthrealm heroes must journey to Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",2021,6.5,9016,United States,"Animation, Action, Adventure","English, Latin, French",80.0
tt12885852,Batman: Soul of the Dragon,https://m.media-amazon.com/images/M/MV5BYzA4NmVhOTItNzg4MC00YTJjLTk5ZmMtYTJmY2NhM2ZiNmMyXkEyXkFqcGc@._V1_SX300.jpg,"In the 1970s, a missing teacher of martial arts is the subject of a quest by his devoted and brilliant but distant students, who include Batman.",2021,6.1,7677,United States,"Animation, Action, Adventure",English,83.0
tt14219522,Dying Is Easy,https://m.media-amazon.com/images/M/MV5BYmUwYjU5MTgtZTg3Mi00NzVmLThmMjktMTY4OTkwMjk2YzY1XkEyXkFqcGdeQXVyNjMxOTE5MTM@._V1_SX300.jpg,"While the GCPD is looking for the missing police officers, Batman gets an invitation from an old foe from the Arkham Asylum.",2021,7.3,997,United States,"Short, Action",English,26.0
tt6539992,Embattled,https://m.media-amazon.com/images/M/MV5BMTlhODU1N2YtYjBmZS00ZjhmLTg2MzUtMzEwZThkMDU2ZThjXkEyXkFqcGc@._V1_SX300.jpg,"A son aspires to follow in his famous MMA father's footsteps, but along his journey must figure out how to break the abusive cycle, if possible, that his father has continued.",2020,6.5,3845,United States,"Action, Drama, Sport",English,117.0
tt13622118,Cryptozoo,https://m.media-amazon.com/images/M/MV5BYjZmZWU1MDktMmYxNC00MzZjLWE3ZjQtN2NmMGMyNTg1YmVkXkEyXkFqcGc@._V1_SX300.jpg,"Cryptozookeepers try to capture a Baku, a dream-eating hybrid creature of legend, and start wondering if they should display these beasts or keep them hidden and unknown.",2021,6.4,2369,"United States, Canada","Animation, Action, Crime","English, Russian",95.0
tt14957270,"The Good, the Bart, and the Loki",https://m.media-amazon.com/images/M/MV5BZjIyNzNmNjctODFkMC00YTZjLTlmZjMtYWNiNThiMzdlM2M0XkEyXkFqcGc@._V1_SX300.jpg,Loki joins forces with Bart Simpson to fight against his toughest opponents in Springfield after he is banished from Asgard yet again.,2021,6.1,4388,United States,"Animation, Short, Action",English,4.0
tt12876132,Deathstroke: Knights & Dragons - The Movie,https://m.media-amazon.com/images/M/MV5BMTM0ZTgyYjMtZTVkMi00NDUxLWIzOGYtN2QxMzk1NGQ1NDRlXkEyXkFqcGc@._V1_SX300.jpg,Assassin Slade Wilson leads two lives: a relentless killer known as Deathstroke and a family man. Can he atone for the sins of the past-or will his family pay the ultimate price?,2020,6.3,4491,United States,"Animation, Action, Adventure","English, Spanish",87.0
tt11348164,Iké Boys,https://m.media-amazon.com/images/M/MV5BYjJmYjFmZTUtNTkyMC00YTNlLTkxMGUtOWZhZTlkMDJjYzE1XkEyXkFqcGc@._V1_SX300.jpg,"When a magical anime transforms two Japan-obsessed teenage friends and a shy foreign exchange student into its superpowered characters, the three underdogs must discover their inner heroes in time to save the world.",2021,5.3,3350,United States,"Action, Adventure, Fantasy","English, Japanese",88.0
tt14577038,Kamandi: The Last Boy on Earth!,https://m.media-amazon.com/images/M/MV5BZTVhZjI4ZGQtMTE2Ny00ZDE4LWJkNmEtOTE3YzRkNDY5Y2EzXkEyXkFqcGc@._V1_SX300.jpg,"Kamandi and his friends Prince Tuftan of the Tiger Kingdom and humanoid mutant Ben Boxer are kidnapped by a gorilla cult dedicated to finding the reincarnation of their god, The Mighty One.",2021,6.5,1245,United States,"Animation, Short, Action",English,18.0
tt12272414,DC Showcase: Adam Strange,https://m.media-amazon.com/images/M/MV5BZTY5MjVlZTYtNzk4Mi00YzE4LTkyMmQtMjY4MjIwMmQ2OWI1XkEyXkFqcGc@._V1_SX300.jpg,"On a mining ice planet, Adam Strange awaits his chance to return to his own world while drinking himself to oblivion. When the miners unleash a deadly force, things take a horrific turn.",2020,6.3,1599,United States,"Animation, Short, Action",English,16.0
tt9854058,Shadows,https://m.media-amazon.com/images/M/MV5BMmFjMTkwYjItOWJmZi00NzgyLTllYjktZmU0ZmVmYjg5ZWFkXkEyXkFqcGdeQXVyNDAzNjgzNw@@._V1_SX300.jpg,A young low-level drug dealer is reunited with his estranged mom and uncle to protect him when a ruthless drug kingpin puts a hit on him.,2022,6.0,584,United States,"Action, Crime","English, Spanish",101.0
tt13073252,The Hijacking of Flight 375,https://m.media-amazon.com/images/M/MV5BY2VjMTczNzMtY2MzNy00NzdkLWIzOWUtMzk4ZWI4MWRkZmQyXkEyXkFqcGdeQXVyNDIwNDUwMw@@._V1_SX300.jpg,"During the Brazilian economical crisis in 1988, a gunman hijacks a flight targeting the president, and intending to have it crashed onto the presidential headquarters.",2023,7.3,1213,Brazil,"Action, Drama, History",Portuguese,107.0
tt14111726,Get the Goat,https://m.media-amazon.com/images/M/MV5BZTJmNWMxNjAtZjI1Ni00MzgwLWI0MGQtZjNhYWQ5MzU4NGE5XkEyXkFqcGc@._V1_SX300.jpg,"Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot.",2021,6.0,2169,Brazil,"Action, Comedy, Crime",Portuguese,97.0
tt2222042,Love and Monsters,https://m.media-amazon.com/images/M/MV5BN2I1MGNiOWMtYmFlNC00MDYxLTkzODEtZDhiMTg5MjYzNTQxXkEyXkFqcGc@._V1_SX300.jpg,"Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his high school sweetheart.",2020,6.9,158333,"Canada, United States, Australia","Action, Adventure, Comedy",English,109.0
tt11832046,PAW Patrol: The Movie,https://m.media-amazon.com/images/M/MV5BYTJmM2Q1YTMtZjQ1Yi00NGYzLTlhZWEtOTc1NGJkMjYzMTQ4XkEyXkFqcGc@._V1_SX300.jpg,Ryder and the PAW Patrol pups are called to Adventure City in order to stop the recently-elected Mayor Humdinger from wreaking havoc.,2021,6.1,9402,"Canada, United States","Animation, Action, Adventure",English,86.0
tt7149730,The Silencing,https://m.media-amazon.com/images/M/MV5BMDcwYjI0MzAtNTk4NS00NmRjLWEyZjUtOTQyYTk0N2JlNGYwXkEyXkFqcGc@._V1_SX300.jpg,A reformed hunter living in isolation on a wildlife sanctuary becomes involved in a deadly game of cat and mouse when he and the local Sheriff set out to track a vicious killer who may have kidnapped his daughter years ago.,2020,6.3,38245,"Canada, United States","Action, Crime, Mystery",English,93.0
tt3215824,Those Who Wish Me Dead,https://m.media-amazon.com/images/M/MV5BNDBmODEyMzUtNGNkYi00MmY4LWFmMzctNTJhNDY0MGEzNGM1XkEyXkFqcGc@._V1_SX300.jpg,A teenage murder witness finds himself pursued by twin assassins in the Montana wilderness with a survival expert tasked with protecting him -- and a forest fire threatening to consume them all.,2021,6.0,77826,"Canada, United States","Action, Drama, Thriller",English,100.0
tt10307440,The Decline,https://m.media-amazon.com/images/M/MV5BYzFlMWI1YTgtZjlmYy00OGEzLTg5OTMtNTc2NThlYTYyNWE4XkEyXkFqcGc@._V1_SX300.jpg,A fatal accident at a remote survivalist training camp sends participants into a panic - and sets the stage for a chilling showdown.,2020,6.0,10546,Canada,"Action, Thriller",French,83.0
tt10648342,Thor: Love and Thunder,https://m.media-amazon.com/images/M/MV5BZjRiMDhiZjQtNjk5Yi00ZDcwLTkyYTEtMDc1NjdmNjFhNGIzXkEyXkFqcGc@._V1_SX300.jpg,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",2022,6.1,455566,"Australia, United States","Action, Adventure, Comedy",English,118.0
tt9286908,High Ground,https://m.media-amazon.com/images/M/MV5BMWQxODJhZTItMTMyYS00YWYxLWJlZmUtYTMyYjM4YmI3NmZmXkEyXkFqcGc@._V1_SX300.jpg,"In a bid to save the last of his family, Gutjuk, a young Aboriginal man, teams up with ex-soldier Travis to track down Baywara, the most dangerous warrior in the Territory, his uncle.",2020,6.5,2699,Australia,"Action, Drama, Thriller","English, Aboriginal",104.0
tt9772374,Bloody Hell,https://m.media-amazon.com/images/M/MV5BZThkZDk0N2YtMjJjMC00MTU2LThkZDktZWQ3MTgxNGI2YTQ4XkEyXkFqcGc@._V1_SX300.jpg,"A man with a mysterious past flees the country to escape his own personal hell - only to arrive somewhere much, much worse.",2020,6.6,11686,Australia,"Comedy, Horror, Mystery","English, Finnish",93.0
tt10508258,The Red Ghost,https://m.media-amazon.com/images/M/MV5BOGU3Mjk1ZTItODE3Zi00ZTlkLWEwMzAtMGNiMDRmNTMyMjQ4XkEyXkFqcGc@._V1_SX300.jpg,"A detachment of Soviet soldiers, including a dangerous half-man, half-ghost, come up against an elite death squad within the Wehrmacht.",2020,6.2,2669,Russia,"Action, Thriller, War","Russian, German",99.0
tt11890562,Concrete shark,https://m.media-amazon.com/images/M/MV5BMDQwNmJmMDUtMDRhMy00YWNjLTk3NDEtYzg2Y2FjMjFhMjA5XkEyXkFqcGdeQXVyNDcwNDE0Nzk@._V1_SX300.jpg,The director of the concrete plant fell into the concrete mixer. The devil from hell turned him into a concrete shark. Save the world from another monster will locksmiths Michael and Azamat.,2020,7.6,1101,"Russia, Ukraine, Czech Republic, Japan","Action, Comedy, Horror","Russian, Czech, English",45.0
tt30395619,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,https://m.media-amazon.com/images/M/MV5BMDg2Y2UxYTItMTViNi00ODA5LTljM2ItYzhiZDZmODQwOTE0XkEyXkFqcGc@._V1_SX300.jpg,"Tanjiro undergoes rigorous training with the Stone Hashira, Himejima, in his quest to become a Hashira. Meanwhile, Muzan continues to search for Nezuko and Ubuyashiki.",2024,7.2,8775,Japan,"Animation, Action, Adventure",Japanese,104.0
tt9471678,Ultraman: Rising,https://m.media-amazon.com/images/M/MV5BYzlhM2QwZDktNTdhOS00NGFjLTkxMzQtZmVmZDFlYzgxZjUxXkEyXkFqcGc@._V1_SX300.jpg,"Ken Sato is a superstar baseball player who returns to Japan to become the latest hero to carry the mantle of Ultraman. However, he is compelled to raise a newborn kaiju monster, the offspring of his greatest enemy, as his own child.",2024,6.9,7019,"Japan, United States","Animation, Action, Adventure","English, Japanese",117.0
tt11032374,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,https://m.media-amazon.com/images/M/MV5BNzEzYjhkYTctMWNmZS00MTc5LWI4OWUtZjFkNzNkYTNkMTJlXkEyXkFqcGc@._V1_SX300.jpg,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",2020,8.2,98764,Japan,"Animation, Action, Adventure",Japanese,117.0
tt14331144,Jujutsu Kaisen 0,https://m.media-amazon.com/images/M/MV5BMzNhZTdmNDYtNTA0NC00MmNmLWIzYjUtNjg5NzNlYWQ0N2E5XkEyXkFqcGc@._V1_SX300.jpg,"The prequel to Jujutsu Kaisen (2020), where a high schooler gains control of an extremely powerful cursed spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers.",2021,7.8,59986,Japan,"Animation, Action, Fantasy",Japanese,112.0
